id,split,label,control_domain,review_status,priority,reviewer,notes
CS-BAK-JOB-023-7897AB34,challenge,INSUFFICIENT,backup_and_recovery,reviewed,challenge_required,spotcheck_v1,Spotcheck: substance=Mercury; SCOPE 15==15; retained INSUFFICIENT — epistemic hedge/non-execution reading in substance section (not merely decoy hedges). tags=policy_only
CS-BAK-JOB-023-9ECB29CF,challenge,CONTRADICTORY,backup_and_recovery,reviewed,challenge_required,spotcheck_v1,Spotcheck: substance=Mercury; SCOPE 15==15; retained CONTRADICTORY — ROW_DETAIL carries control-failure fact against otherwise complete packet framing. tags=control_failure
CS-BAK-JOB-038-2D59FF6D,test,CONTRADICTORY,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-068-B5CEB558,train,SUFFICIENT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-083-6A69C5B7,validation,PARTIAL,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-143-9AF7BE63,train,SUFFICIENT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-158-5340EBF9,test,IRRELEVANT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-173-CDB287A6,train,INSUFFICIENT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-203-11D1B261,challenge,IRRELEVANT,backup_and_recovery,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-203-450AB746,challenge,SUFFICIENT,backup_and_recovery,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-203-504D4497,challenge,PARTIAL,backup_and_recovery,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-203-AFC68CAF,challenge,CONTRADICTORY,backup_and_recovery,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-203-FFF2AD37,challenge,INSUFFICIENT,backup_and_recovery,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-263-27428309,validation,IRRELEVANT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-278-9D23A890,train,PARTIAL,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-278-C015A643,train,CONTRADICTORY,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-BAK-JOB-293-CC187B46,train,INSUFFICIENT,backup_and_recovery,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-020-02341E2D,challenge,PARTIAL,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-020-0C1E4960,challenge,CONTRADICTORY,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-020-79345094,challenge,SUFFICIENT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-020-D9AEA110,challenge,INSUFFICIENT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-020-DEA1AF2C,challenge,IRRELEVANT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-035-8FA91DCF,train,CONTRADICTORY,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-065-A8A778D8,train,PARTIAL,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-080-977E2361,test,INSUFFICIENT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-095-F197958E,train,IRRELEVANT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-125-BF0E7E05,train,SUFFICIENT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-140-1789C8B0,train,CONTRADICTORY,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-140-F62C0CC9,train,IRRELEVANT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-170-3524D6D7,challenge,CONTRADICTORY,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-170-642E0784,challenge,INSUFFICIENT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-170-8495249D,challenge,IRRELEVANT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-170-C9F17EF3,challenge,PARTIAL,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-170-EC679A0A,challenge,SUFFICIENT,change_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-245-A837352F,train,PARTIAL,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-245-D09BADB2,train,SUFFICIENT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-CHG-APR-260-A2FB4500,validation,INSUFFICIENT,change_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-009-15DB83A0,train,SUFFICIENT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-069-FEF4F40E,train,CONTRADICTORY,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-114-13E299A0,validation,INSUFFICIENT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-159-78686CC6,train,IRRELEVANT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-159-84479184,train,INSUFFICIENT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-219-01F62B14,train,PARTIAL,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-219-027104C0,train,IRRELEVANT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-219-2B2C2993,train,CONTRADICTORY,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-234-34BCA6FE,test,SUFFICIENT,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-ENC-REST-279-B330769E,test,PARTIAL,encryption,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-025-D086DB06,train,CONTRADICTORY,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-055-2E49AFC7,challenge,INSUFFICIENT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-055-3CB5E77A,challenge,PARTIAL,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-055-87B10F50,challenge,IRRELEVANT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-055-9B03E8EB,challenge,CONTRADICTORY,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-055-F1DEED33,challenge,SUFFICIENT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-070-77670E34,validation,IRRELEVANT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-085-03491D37,train,PARTIAL,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-085-24226244,train,SUFFICIENT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-145-CE3E95AC,train,SUFFICIENT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-145-E335E409,train,INSUFFICIENT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-205-CB1C57B6,train,PARTIAL,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-220-C4D9F446,validation,INSUFFICIENT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-235-4CB0BC3C,challenge,SUFFICIENT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-235-74C6E900,challenge,CONTRADICTORY,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-235-927855C0,challenge,PARTIAL,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-235-B8F3D8B2,challenge,IRRELEVANT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-235-C22E82B3,challenge,INSUFFICIENT,endpoint_security,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-280-C2853851,train,CONTRADICTORY,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-EPP-AV-295-57479D57,train,IRRELEVANT,endpoint_security,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-0-0747E70B,train,PARTIAL,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-0-AB635325,test,SUFFICIENT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-1-021EEAA1,train,CONTRADICTORY,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-1-3F5410DA,train,PARTIAL,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-1-B6BD16CC,train,SUFFICIENT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-1-C82951B4,train,CONTRADICTORY,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-1-F82C7859,train,IRRELEVANT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-3B9DA651,challenge,SUFFICIENT,identity_and_access_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-6A1241F2,train,IRRELEVANT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-78902D87,challenge,PARTIAL,identity_and_access_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-7A8EE6FD,train,INSUFFICIENT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-92B31E43,challenge,IRRELEVANT,identity_and_access_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-D4BD994C,challenge,CONTRADICTORY,identity_and_access_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-D8B311DE,validation,INSUFFICIENT,identity_and_access_management,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-ACCESS-2-DD4F0C1C,challenge,INSUFFICIENT,identity_and_access_management,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-015-E4A26E73,validation,SUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-060-4BE7BBD3,train,IRRELEVANT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-060-ADF5D4A5,train,INSUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-075-AE1A59D1,validation,PARTIAL,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-105-40F83519,validation,CONTRADICTORY,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-180-0D37FF86,validation,IRRELEVANT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-240-92861B82,train,PARTIAL,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-MFA-240-C99B69C7,train,INSUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-013-3C89D880,test,CONTRADICTORY,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-058-7970D816,test,PARTIAL,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-103-ABD29C15,validation,SUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-103-B81A69C5,validation,CONTRADICTORY,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-118-C1D7BD35,train,PARTIAL,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-118-E20B59E8,train,IRRELEVANT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-163-C1872136,train,IRRELEVANT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-208-397E4E14,train,SUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-223-09C0F5DA,challenge,INSUFFICIENT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-223-3ED61E4D,challenge,PARTIAL,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-223-7139EEB0,challenge,IRRELEVANT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-223-7B45AE3D,challenge,SUFFICIENT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-223-E89F7613,challenge,CONTRADICTORY,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-238-7C2390E8,validation,INSUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-253-1ED041F5,challenge,SUFFICIENT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-253-5172FCEC,challenge,INSUFFICIENT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-253-9012F83D,challenge,IRRELEVANT,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-253-E2E4FE48,challenge,PARTIAL,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-253-E8D86505,challenge,CONTRADICTORY,authentication,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-268-55A6B599,train,SUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-268-ACD54438,train,CONTRADICTORY,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-IAM-PWD-283-4A917160,train,INSUFFICIENT,authentication,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-02-59BC1029,train,CONTRADICTORY,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-02-CEF395DA,train,INSUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-07-03307FC5,test,IRRELEVANT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-08-5C8EDD29,test,IRRELEVANT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-11-0A22873F,train,PARTIAL,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-16-7BC9D7E1,train,SUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-20-05D5FB2E,challenge,IRRELEVANT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-20-12F8D7BD,challenge,SUFFICIENT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-20-A7A7F8BB,challenge,PARTIAL,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-20-AC85F3B7,challenge,INSUFFICIENT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-20-F92E6967,challenge,CONTRADICTORY,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-23-3B9ED553,train,IRRELEVANT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-23-5B12A509,train,SUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-28-57450CCA,train,SUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-ALERT-28-CD87F95D,train,INSUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-034-C64AEB63,train,PARTIAL,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-064-B530248F,train,CONTRADICTORY,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-079-99604F7F,train,INSUFFICIENT,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-094-259C0A2D,train,CONTRADICTORY,logging_and_monitoring,reviewed,dev_sample,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-139-2E11C2F5,challenge,PARTIAL,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-139-70F53D40,challenge,SUFFICIENT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-139-9AA2955A,challenge,CONTRADICTORY,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-139-EC7D0F6F,challenge,IRRELEVANT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
CS-LOG-RET-139-F95AD1DF,challenge,INSUFFICIENT,logging_and_monitoring,reviewed,challenge_required,structural_auditor_v1,structural audit ok; label consistent with packet invariants
